ens_stable_id,ens_stable_id_version,refseq_stable_id,refseq_stable_id_version,mane_type,ens_gene_name
ENST00000283141,11,NM_001040274,3,MANE SELECT,SYCP2L
ENST00000370503,2,NM_001009609,4,MANE SELECT,SPANXN3
ENST00000441493,7,NM_015241,3,MANE SELECT,MICAL3
ENST00000374521,4,NM_001013579,3,MANE SELECT,AWAT1
ENST00000304874,14,NM_000048,4,MANE SELECT,ASL
ENST00000330133,5,NM_172251,3,MANE SELECT,MRPL54
ENST00000309983,5,NM_000367,5,MANE SELECT,TPMT
ENST00000543264,7,NM_020209,4,MANE SELECT,SHD
ENST00000371388,5,NM_032498,3,MANE SELECT,RHOXF2
ENST00000377424,9,NM_003039,3,MANE SELECT,SLC2A5
ENST00000335605,1,NM_001004735,1,MANE SELECT,OR5D14
ENST00000372780,6,NM_080390,4,MANE SELECT,TCEAL2
ENST00000361462,7,NM_001308120,2,MANE SELECT,TOGARAM1
ENST00000450849,7,NM_033064,5,MANE SELECT,ATCAY
ENST00000379214,9,NM_018490,5,MANE SELECT,LGR4
ENST00000397942,4,NM_004232,4,MANE SELECT,SOCS6
ENST00000254029,8,NM_019045,5,MANE SELECT,WDR44
ENST00000542583,7,NM_001261841,2,MANE SELECT,TMC5
ENST00000230582,8,NM_005865,4,MANE SELECT,PRSS16
ENST00000359864,8,NM_003213,4,MANE SELECT,TEAD4
ENST00000427575,6,NM_001145165,2,MANE SELECT,DOHH
ENST00000378888,10,NM_001330311,2,MANE SELECT,DVL1
ENST00000672073,1,NM_001610,4,MANE SELECT,ACP2
ENST00000256343,8,NM_024764,4,MANE SELECT,CATSPERB
ENST00000238994,6,NM_005398,7,MANE SELECT,PPP1R3C
ENST00000354171,13,NM_002085,5,MANE SELECT,GPX4
ENST00000373032,4,NM_032562,5,MANE SELECT,PLA2G12B
ENST00000327946,12,NM_017551,3,MANE SELECT,GRID1
ENST00000269214,10,NM_052911,3,MANE SELECT,ESCO1
ENST00000357175,6,NM_001171020,2,MANE SELECT,PWWP3B
ENST00000399277,6,NM_001042697,2,MANE SELECT,ZSWIM7
ENST00000567107,6,NM_001304388,2,MANE SELECT,GOLGA6L2
ENST00000374473,6,NM_001363807,1,MANE SELECT,RAB41
ENST00000356091,11,NM_024663,4,MANE SELECT,NPEPL1
ENST00000261558,8,NM_018229,4,MANE SELECT,AP5M1
ENST00000240618,11,NM_007360,4,MANE SELECT,KLRK1
ENST00000300413,10,NM_006938,4,MANE SELECT,SNRPD1
ENST00000289119,7,NM_138340,5,MANE SELECT,ABHD3
ENST00000250617,7,NM_004840,3,MANE SELECT,ARHGEF6
ENST00000601372,6,NM_144693,3,MANE SELECT,ZNF558
ENST00000298351,5,NM_020431,4,MANE SELECT,TMEM63C
ENST00000372360,9,NM_033022,4,MANE SELECT,RPS24
ENST00000261167,7,NM_016312,3,MANE SELECT,WBP11
ENST00000376590,9,NM_005957,5,MANE SELECT,MTHFR
ENST00000645214,2,NM_002035,4,MANE SELECT,KDSR
ENST00000502583,6,NM_001170692,2,MANE SELECT,CAGE1
ENST00000597188,6,NM_030957,4,MANE SELECT,ADAMTS10
ENST00000389032,8,NM_015000,4,MANE SELECT,STK38L
ENST00000615383,5,NM_052903,6,MANE SELECT,TUBGCP5
ENST00000652272,2,NM_198976,4,MANE SELECT,NELFCD
ENST00000306999,7,NM_020319,3,MANE SELECT,ANKMY2
ENST00000556826,6,NM_001306087,2,MANE SELECT,SLC35F4
ENST00000394780,8,NM_001099922,3,MANE SELECT,ALG13
ENST00000381129,8,NM_014336,5,MANE SELECT,AIPL1
ENST00000399703,6,NM_147195,4,MANE SELECT,ANKRD18A
ENST00000245451,9,NM_001202,6,MANE SELECT,BMP4
ENST00000238497,10,NM_004869,4,MANE SELECT,VPS4B
ENST00000263102,7,NM_005436,5,MANE SELECT,CCDC6
ENST00000319856,5,NM_001004702,2,MANE SELECT,OR4C3
ENST00000344941,3,NM_001170798,1,MANE SELECT,SLC15A5
ENST00000275603,9,NM_001762,4,MANE SELECT,CCT6A
ENST00000372126,4,NM_207373,3,MANE SELECT,C10orf99
ENST00000536681,8,NM_001271783,2,MANE SELECT,FAR2
ENST00000372391,7,NM_004747,4,MANE SELECT,DLG5
ENST00000262367,10,NM_004380,3,MANE SELECT,CREBBP
ENST00000262947,8,NM_019107,4,MANE SELECT,MYDGF
ENST00000382771,9,NM_002639,5,MANE SELECT,SERPINB5
ENST00000327671,10,NM_032664,3,MANE SELECT,FUT10
ENST00000216139,10,NM_001097,3,MANE SELECT,ACR
ENST00000380003,8,NM_018325,5,MANE SELECT,C9orf72
ENST00000261195,3,NM_021957,4,MANE SELECT,GYS2
ENST00000650932,1,NM_001048201,3,MANE SELECT,UHRF1
ENST00000333681,5,NM_000633,3,MANE SELECT,BCL2
ENST00000623930,1,NM_001001967,1,MANE SELECT,OR5D13
ENST00000274643,9,NM_001012418,5,MANE SELECT,MYLK4
ENST00000587848,3,NM_001277333,2,MANE SELECT,ANKRD62
ENST00000404895,7,NM_080872,4,MANE SELECT,UNC5D
ENST00000267430,10,NM_020937,4,MANE SELECT,FANCM
ENST00000293760,10,NM_181336,4,MANE SELECT,LEMD2
ENST00000645190,1,NM_018006,5,MANE SELECT,TRMU
ENST00000320477,10,NM_001279,4,MANE SELECT,CIDEA
ENST00000217133,2,NM_030773,4,MANE SELECT,TUBB1
ENST00000286548,9,NM_002072,5,MANE SELECT,GNAQ
ENST00000243997,8,NM_006886,4,MANE SELECT,ATP5F1E
ENST00000614055,2,NM_001001413,3,MANE SELECT,GOLGA6L1
ENST00000317702,10,NM_032525,3,MANE SELECT,TUBB6
ENST00000355937,9,NM_016045,3,MANE SELECT,PRELID3B
ENST00000338560,12,NM_016113,5,MANE SELECT,TRPV2
ENST00000297785,8,NM_000689,5,MANE SELECT,ALDH1A1
ENST00000269856,5,NM_018708,3,MANE SELECT,FEM1A
ENST00000539664,3,NM_014817,4,MANE SELECT,TRIL
ENST00000490531,3,NM_001146334,2,MANE SELECT,NACAD
ENST00000251287,3,NM_001194,4,MANE SELECT,HCN2
ENST00000322989,8,NM_001019,5,MANE SELECT,RPS15A
ENST00000645831,2,NM_001453,3,MANE SELECT,FOXC1
ENST00000374369,8,NM_000557,5,MANE SELECT,GDF5
ENST00000373699,6,NM_016059,5,MANE SELECT,PPIL1
ENST00000359263,9,NM_013451,4,MANE SELECT,MYOF
ENST00000472091,2,NM_207582,3,MANE SELECT,ERVFRD-1
ENST00000397527,6,NM_007186,6,MANE SELECT,CEP250
ENST00000252512,14,NM_015024,5,MANE SELECT,XPO7
ENST00000340650,6,NM_198586,3,MANE SELECT,NHLRC1
ENST00000344962,9,NM_199136,5,MANE SELECT,FAM221A
ENST00000397588,8,NM_004824,4,MANE SELECT,CDYL
ENST00000321535,5,NM_153230,3,MANE SELECT,FBXO39
ENST00000335397,3,NM_001005212,4,MANE SELECT,OR9Q1
ENST00000407627,7,NM_001419,3,MANE SELECT,ELAVL1
ENST00000324501,10,NM_000021,4,MANE SELECT,PSEN1
ENST00000623907,1,NM_001004701,2,MANE SELECT,OR4C16
ENST00000611551,1,NM_152914,3,MANE SELECT,NATD1
ENST00000334731,7,NM_182505,5,MANE SELECT,C9orf85
ENST00000418331,7,NM_002843,4,MANE SELECT,PTPRJ
ENST00000294618,12,NM_020812,4,MANE SELECT,DOCK6
ENST00000376238,5,NM_001199633,2,MANE SELECT,SLC28A3
ENST00000223368,7,NM_001707,4,MANE SELECT,BCL7B
ENST00000225719,9,NM_001304,5,MANE SELECT,CPD
ENST00000619213,1,NM_001145004,2,MANE SELECT,GOLGA6L6
ENST00000324344,9,NM_173475,4,MANE SELECT,DCUN1D3
ENST00000340692,10,NM_001358530,2,MANE SELECT,MOCS1
ENST00000651643,1,NM_152352,4,MANE SELECT,FAM210A
ENST00000370323,9,NM_021048,5,MANE SELECT,MAGEA10
ENST00000335625,10,NM_000810,4,MANE SELECT,GABRA5
ENST00000376708,1,NM_001013735,1,MANE SELECT,FOXB2
ENST00000396396,6,NM_021965,4,MANE SELECT,PGM5
ENST00000298556,8,NM_000194,3,MANE SELECT,HPRT1
ENST00000332539,5,NM_004778,3,MANE SELECT,PTGDR2
ENST00000299413,7,NM_017583,6,MANE SELECT,TRIM44
ENST00000406902,6,NM_015124,5,MANE SELECT,GRAMD4
ENST00000383314,7,NM_003799,3,MANE SELECT,RNMT
ENST00000531678,1,NM_176884,2,MANE SELECT,TAS2R43
ENST00000314565,9,NM_058169,6,MANE SELECT,BORCS5
ENST00000376588,4,NM_058179,4,MANE SELECT,PSAT1
ENST00000263847,6,NM_002556,3,MANE SELECT,OSBP
ENST00000388975,4,NM_207366,3,MANE SELECT,SEPTIN14
ENST00000370629,7,NM_000074,3,MANE SELECT,CD40LG
ENST00000374518,6,NM_014753,4,MANE SELECT,BMS1
ENST00000279575,7,NM_002723,6,MANE SELECT,PRB4
ENST00000314529,10,NM_175888,4,MANE SELECT,ZNF620
ENST00000444723,3,NM_001145350,2,MANE SELECT,C20orf173
ENST00000396210,8,NM_020300,5,MANE SELECT,MGST1
ENST00000322090,8,NM_001483,3,MANE SELECT,NIPSNAP2
ENST00000397770,8,NM_183337,3,MANE SELECT,RGS11
ENST00000319988,1,NM_001004725,1,MANE SELECT,OR4S1
ENST00000395079,2,NM_207374,3,MANE SELECT,OR10W1
ENST00000674500,2,NM_001378328,1,MANE SELECT,CELSR1
ENST00000535214,6,NM_001184924,2,MANE SELECT,PNMA5
ENST00000262101,10,NM_138715,3,MANE SELECT,MSR1
ENST00000285046,10,NM_152536,4,MANE SELECT,FGD5
ENST00000357377,3,NM_001005489,2,MANE SELECT,OR5B17
ENST00000244565,8,NM_173561,3,MANE SELECT,UNC5CL
ENST00000318217,10,NM_015194,3,MANE SELECT,MYO1D
ENST00000370648,4,NM_001727,2,MANE SELECT,BRS3
ENST00000282728,10,NM_002729,5,MANE SELECT,HHEX
ENST00000376419,5,NM_001001551,4,MANE SELECT,IDNK
ENST00000362002,3,NM_130388,4,MANE SELECT,ASB12
ENST00000457020,3,NM_173571,2,MANE SELECT,CT47A11
ENST00000373161,6,NM_001010873,3,MANE SELECT,TSPO2
ENST00000380702,7,NM_001111307,2,MANE SELECT,PDE4A
ENST00000371930,5,NM_144590,3,MANE SELECT,ANKRD22
ENST00000315930,11,NM_004114,5,MANE SELECT,FGF13
ENST00000240691,4,NM_023917,2,MANE SELECT,TAS2R9
ENST00000372088,8,NM_001284240,2,MANE SELECT,CCSER2
ENST00000382073,4,NM_001007033,2,MANE SELECT,CLEC6A
ENST00000275605,8,NM_004577,4,MANE SELECT,PSPH
ENST00000345088,3,NM_199286,4,MANE SELECT,DPPA3
ENST00000376447,4,NM_152573,4,MANE SELECT,RASEF
ENST00000589410,2,NM_005913,3,MANE SELECT,MC5R
ENST00000538487,7,NM_000841,4,MANE SELECT,GRM4
ENST00000304061,8,NM_024644,5,MANE SELECT,RIOX1
ENST00000167106,9,NM_014909,5,MANE SELECT,VASH1
ENST00000228936,6,NM_021071,4,MANE SELECT,ART4
ENST00000254528,4,NM_032048,3,MANE SELECT,EMILIN2
ENST00000374869,8,NM_152424,4,MANE SELECT,AMER1
ENST00000677752,1,NM_001375808,2,MANE SELECT,LPIN2
ENST00000649765,2,NM_018957,6,MANE SELECT,SH3BP1
ENST00000361092,9,NM_017881,3,MANE SELECT,NMRK1
ENST00000537304,6,NM_018640,5,MANE SELECT,LMO3
ENST00000287538,10,NM_003413,4,MANE SELECT,ZIC3
ENST00000216479,8,NM_012111,3,MANE SELECT,AHSA1
ENST00000370274,8,NM_015922,3,MANE SELECT,NSDHL
ENST00000429591,4,NM_182633,3,MANE SELECT,ZNF713
ENST00000521913,7,NM_001197293,3,MANE SELECT,DPYSL2
ENST00000373758,5,NM_001001330,3,MANE SELECT,REEP3
ENST00000331772,9,NM_001031709,3,MANE SELECT,RNLS
ENST00000356443,9,NM_003803,4,MANE SELECT,MYOM1
ENST00000358993,3,NM_022661,4,MANE SELECT,SPANXC
ENST00000377798,9,NM_022490,4,MANE SELECT,POLR1E
ENST00000257829,8,NM_024662,3,MANE SELECT,NAT10
ENST00000372582,6,NM_017416,2,MANE SELECT,IL1RAPL2
ENST00000222005,7,NM_007065,4,MANE SELECT,CDC37
ENST00000216367,10,NM_002692,4,MANE SELECT,POLE2
ENST00000297325,9,NM_001030019,2,MANE SELECT,SUN3
ENST00000370493,4,NM_001009614,3,MANE SELECT,SPANXN1
ENST00000370277,5,NM_004344,3,MANE SELECT,CETN2
ENST00000261714,11,NM_000386,4,MANE SELECT,BLMH
ENST00000307296,8,NM_013374,6,MANE SELECT,PDCD6IP
ENST00000298296,1,NM_138702,1,MANE SELECT,MAGEC3
ENST00000374114,8,NM_006047,6,MANE SELECT,RBM12
ENST00000356244,8,NM_002883,4,MANE SELECT,RANGAP1
ENST00000341191,11,NM_001080493,4,MANE SELECT,ZNF823
ENST00000396825,4,NM_001080472,4,MANE SELECT,FITM2
ENST00000007264,7,NM_058192,3,MANE SELECT,RPUSD1
ENST00000375835,9,NM_016848,6,MANE SELECT,SHC3
ENST00000304060,10,NM_152357,3,MANE SELECT,ZNF440
ENST00000262605,9,NM_001039199,3,MANE SELECT,TTPAL
ENST00000357947,4,NM_012465,4,MANE SELECT,TLL2
ENST00000370416,4,NM_016153,3,MANE SELECT,HSFX1
ENST00000369484,8,NM_001018024,3,MANE SELECT,CMC4
ENST00000525621,6,NM_003331,5,MANE SELECT,TYK2
ENST00000382622,4,NM_019854,5,MANE SELECT,PRMT8
ENST00000380394,9,NM_001010,3,MANE SELECT,RPS6
ENST00000217999,3,NM_139282,3,MANE SELECT,RHOXF1
ENST00000617537,5,NM_001637,4,MANE SELECT,AOAH
ENST00000316403,15,NM_001831,4,MANE SELECT,CLU
ENST00000342374,5,NM_006811,4,MANE SELECT,SERINC3
ENST00000286482,6,NM_005364,5,MANE SELECT,MAGEA8
ENST00000224784,10,NM_001613,4,MANE SELECT,ACTA2
ENST00000344697,3,NM_032806,6,MANE SELECT,POMGNT2
ENST00000240687,2,NM_023919,2,MANE SELECT,TAS2R7
ENST00000388712,7,NM_016548,4,MANE SELECT,GOLM1
ENST00000298310,10,NM_004713,6,MANE SELECT,NEMF
ENST00000248150,5,NM_016541,3,MANE SELECT,GNG13
ENST00000340855,11,NM_000202,8,MANE SELECT,IDS
ENST00000273153,10,NM_033027,4,MANE SELECT,CSRNP1
ENST00000324607,8,NM_001080480,3,MANE SELECT,MBOAT1
ENST00000539261,6,NM_000900,5,MANE SELECT,MGP
ENST00000372886,6,NM_001281445,2,MANE SELECT,PKIG
ENST00000343070,7,NM_000336,3,MANE SELECT,SCNN1B
ENST00000356840,8,NM_013262,4,MANE SELECT,MYLIP
ENST00000358273,9,NM_001042492,3,MANE SELECT,NF1
ENST00000217652,8,NM_006471,4,MANE SELECT,MYL12A
ENST00000277746,11,NM_030759,5,MANE SELECT,NRBF2
ENST00000383794,7,NM_016474,5,MANE SELECT,CCDC174
ENST00000334266,1,NM_181429,2,MANE SELECT,TAS2R42
ENST00000454678,7,NM_003449,5,MANE SELECT,TRIM26
ENST00000372202,6,NM_001269053,2,MANE SELECT,DYDC1
ENST00000357901,5,NM_152355,3,MANE SELECT,ZNF441
ENST00000359697,8,NM_001317785,2,MANE SELECT,STYXL1
ENST00000228799,7,NM_018463,4,MANE SELECT,ITFG2
ENST00000343979,6,NM_003437,5,MANE SELECT,ZNF136
ENST00000622694,5,NM_001196,4,MANE SELECT,BID
ENST00000263563,7,NM_014431,3,MANE SELECT,PALD1
ENST00000237500,10,NM_033546,4,MANE SELECT,MYL12B
ENST00000309562,3,NM_001005470,1,MANE SELECT,OR4B1
ENST00000436624,7,NM_001134442,3,MANE SELECT,ZNF502
ENST00000524782,6,NM_032389,6,MANE SELECT,ARFGAP2
ENST00000217320,8,NM_080628,3,MANE SELECT,TLDC2
ENST00000452779,3,NM_001102576,3,MANE SELECT,CSAG1
ENST00000557154,6,NM_001320214,2,MANE SELECT,SRSF5
ENST00000242776,9,NM_005804,4,MANE SELECT,DDX39A
ENST00000649279,2,NM_015559,3,MANE SELECT,SETBP1
ENST00000287218,9,NM_021943,3,MANE SELECT,ZFAND3
ENST00000371321,9,NM_000769,4,MANE SELECT,CYP2C19
ENST00000255174,3,NM_016470,8,MANE SELECT,OSER1
ENST00000393869,8,NM_001166387,4,MANE SELECT,MAGEA12
ENST00000302392,5,NM_144638,3,MANE SELECT,TMEM42
ENST00000409413,4,NM_145270,3,MANE SELECT,PRR35
ENST00000434883,3,NM_001080140,1,MANE SELECT,CT47A7
ENST00000297439,4,NM_005218,4,MANE SELECT,DEFB1
ENST00000372980,4,NM_020433,5,MANE SELECT,JPH2
ENST00000370526,5,NM_012317,4,MANE SELECT,LDOC1
ENST00000301825,8,NM_001248,4,MANE SELECT,ENTPD3
ENST00000424542,7,NM_001130012,3,MANE SELECT,SLC9A3R2
ENST00000369476,8,NM_001018025,4,MANE SELECT,MTCP1
ENST00000357743,9,NM_001002296,2,MANE SELECT,GOLGA7
ENST00000375963,8,NM_024617,4,MANE SELECT,TUT7
ENST00000360428,9,NM_001941,5,MANE SELECT,DSC3
ENST00000244020,5,NM_006275,6,MANE SELECT,SRSF6
ENST00000336737,8,NM_033070,3,MANE SELECT,HDHD5
ENST00000644971,2,NM_001365276,2,MANE SELECT,TNXB
ENST00000370314,9,NM_000808,4,MANE SELECT,GABRA3
ENST00000401949,6,NM_001350814,2,MANE SELECT,GRB10
ENST00000373100,7,NM_170693,3,MANE SELECT,SGK2
ENST00000222120,8,NM_004283,4,MANE SELECT,RAB3D
ENST00000257198,6,NM_024421,2,MANE SELECT,DSC1
ENST00000355220,6,NM_005366,5,MANE SELECT,MAGEA11
ENST00000266085,7,NM_000362,5,MANE SELECT,TIMP3
ENST00000272902,10,NM_182760,4,MANE SELECT,SUMF1
ENST00000218316,4,NM_004224,3,MANE SELECT,GPR50
ENST00000328268,9,NM_024324,5,MANE SELECT,CRELD2
ENST00000242786,6,NM_078481,4,MANE SELECT,ADGRE5
ENST00000302247,3,NM_004942,4,MANE SELECT,DEFB4A
ENST00000305386,4,NM_002408,4,MANE SELECT,MGAT2
ENST00000371627,5,NM_025235,4,MANE SELECT,TNKS2
ENST00000673929,1,NM_001371533,1,MANE SELECT,FUT8
ENST00000517349,2,NM_001206847,2,MANE SELECT,SMIM18
ENST00000257192,5,NM_001942,4,MANE SELECT,DSG1
ENST00000318124,3,NM_018661,4,MANE SELECT,DEFB103B
ENST00000390677,2,NM_023920,2,MANE SELECT,TAS2R13
ENST00000356537,9,NM_018246,3,MANE SELECT,CCDC25
ENST00000265381,7,NM_001163,4,MANE SELECT,APBA1
ENST00000228567,7,NM_198992,4,MANE SELECT,SYT10
ENST00000415576,7,NM_001025096,2,MANE SELECT,PSMA8
ENST00000465148,3,NM_001134375,2,MANE SELECT,CCNJ
ENST00000262370,12,NM_015246,4,MANE SELECT,MGRN1
ENST00000319760,8,NM_001005272,3,MANE SELECT,OR4A5
ENST00000388918,10,NM_000550,3,MANE SELECT,TYRP1
ENST00000373030,8,NM_016004,5,MANE SELECT,IFT52
ENST00000273550,12,NM_002032,3,MANE SELECT,FTH1
ENST00000217026,5,NM_002466,4,MANE SELECT,MYBL2
ENST00000400556,8,NM_001042388,3,MANE SELECT,PPP4R1
ENST00000253699,7,NM_022340,4,MANE SELECT,RBSN
ENST00000323169,10,NM_152356,4,MANE SELECT,ZNF491
ENST00000370357,5,NM_173493,3,MANE SELECT,PASD1
ENST00000341700,7,NM_004297,4,MANE SELECT,GNA14
ENST00000373003,2,NM_176791,4,MANE SELECT,GTSF1L
ENST00000342784,7,NM_033025,6,MANE SELECT,SYDE1
ENST00000376971,4,NM_001008693,3,MANE SELECT,CST9
ENST00000376962,10,NM_001102420,3,MANE SELECT,ZFAND5
ENST00000371926,8,NM_020799,4,MANE SELECT,STAMBPL1
ENST00000371674,8,NM_001032288,3,MANE SELECT,UBE2V1
ENST00000192788,6,NM_017754,4,MANE SELECT,UHRF1BP1
ENST00000361420,8,NM_001555,5,MANE SELECT,IGSF1
ENST00000252453,12,NM_018687,7,MANE SELECT,ANGPTL8
ENST00000394818,8,NM_001040694,2,MANE SELECT,INCENP
ENST00000338758,12,NM_013327,5,MANE SELECT,PARVB
ENST00000370597,8,NM_018058,7,MANE SELECT,CRTAC1
ENST00000292574,4,NM_173482,3,MANE SELECT,CCDC105
ENST00000315576,8,NM_013447,4,MANE SELECT,ADGRE2
ENST00000287748,8,NM_144634,4,MANE SELECT,LYZL4
ENST00000327475,11,NM_001206927,2,MANE SELECT,DNAH8
ENST00000519973,6,NM_016612,4,MANE SELECT,SLC25A37
ENST00000376834,8,NM_152420,3,MANE SELECT,CARNMT1
ENST00000620116,5,NM_001258280,2,MANE SELECT,ZNF501
ENST00000240100,7,NM_001394,7,MANE SELECT,DUSP4
ENST00000263035,9,NM_018706,7,MANE SELECT,DHTKD1
ENST00000316836,5,NM_006029,5,MANE SELECT,PNMA1
ENST00000427363,7,NM_001278669,2,MANE SELECT,NFATC1
ENST00000411646,2,NM_001348957,2,MANE SELECT,SMIM26
ENST00000395686,8,NM_014584,3,MANE SELECT,ERO1A
ENST00000379721,4,NM_014471,3,MANE SELECT,SPINK4
ENST00000383767,7,NM_001003793,3,MANE SELECT,RBMS3
ENST00000381342,7,NM_003091,4,MANE SELECT,SNRPB
ENST00000250263,8,NM_153332,4,MANE SELECT,ERI1
ENST00000307750,5,NM_014872,3,MANE SELECT,ZBTB5
ENST00000526995,6,NM_004620,4,MANE SELECT,TRAF6
ENST00000361671,10,NM_024635,4,MANE SELECT,NAA35
ENST00000530639,6,NM_001160167,2,MANE SELECT,PRR5L
ENST00000320542,4,NM_001100916,2,MANE SELECT,MBOAT4
ENST00000315616,12,NM_152260,3,MANE SELECT,RPUSD2
ENST00000175238,10,NM_003817,4,MANE SELECT,ADAM7
ENST00000381605,9,NM_006065,5,MANE SELECT,SIRPB1
ENST00000617928,5,NM_014608,6,MANE SELECT,CYFIP1
ENST00000342833,4,NM_199135,4,MANE SELECT,FOXD4L3
ENST00000651965,1,NM_183374,3,MANE SELECT,CYP26C1
ENST00000345317,7,NM_003930,5,MANE SELECT,SKAP2
ENST00000375464,7,NM_032310,5,MANE SELECT,CARD19
ENST00000340258,10,NM_032023,4,MANE SELECT,RASSF4
ENST00000263401,10,NM_014186,4,MANE SELECT,COMMD9
ENST00000267460,9,NM_021255,3,MANE SELECT,PELI2
ENST00000359246,9,NM_005392,4,MANE SELECT,PHF2
ENST00000246081,3,NM_020157,4,MANE SELECT,OTOR
ENST00000276440,12,NM_024940,8,MANE SELECT,DOCK5
ENST00000556492,6,NM_001011713,3,MANE SELECT,NAA30
ENST00000381962,4,NM_080725,3,MANE SELECT,SRXN1
ENST00000270349,12,NM_001044,5,MANE SELECT,SLC6A3
ENST00000377452,4,NM_080820,6,MANE SELECT,DTD1
ENST00000244926,4,NM_006551,4,MANE SELECT,SCGB1D2
ENST00000240617,10,NM_024829,6,MANE SELECT,PLBD1
ENST00000342213,3,NM_175060,3,MANE SELECT,CLEC14A
ENST00000316059,7,NM_053023,5,MANE SELECT,ZFP91
ENST00000355377,7,NM_016524,4,MANE SELECT,SYT17
ENST00000553525,6,NM_001204424,2,MANE SELECT,RGS6
ENST00000313733,9,NM_144498,4,MANE SELECT,OSBPL2
ENST00000339364,10,NM_152309,3,MANE SELECT,PIK3AP1
ENST00000352645,5,NM_017590,6,MANE SELECT,ZC3H7B
ENST00000370828,4,NM_001448,3,MANE SELECT,GPC4
ENST00000329773,3,NM_054030,4,MANE SELECT,MRGPRX2
ENST00000319357,6,NM_004760,3,MANE SELECT,STK17A
ENST00000344743,8,NM_201648,3,MANE SELECT,GLYAT
ENST00000281172,10,NM_004447,6,MANE SELECT,EPS8
ENST00000361952,5,NM_052857,4,MANE SELECT,ZNF830
ENST00000225844,7,NM_005408,3,MANE SELECT,CCL13
ENST00000301904,4,NM_016240,3,MANE SELECT,SCARA3
ENST00000266304,9,NM_003216,4,MANE SELECT,TEF
ENST00000476320,6,NM_001008703,4,MANE SELECT,SMIM29
ENST00000247026,10,NM_032141,4,MANE SELECT,NSRP1
ENST00000436629,3,NM_001354980,2,MANE SELECT,PNMA6F
ENST00000311856,9,NM_004256,4,MANE SELECT,SLC22A13
ENST00000417545,5,NM_024114,5,MANE SELECT,TRIM48
ENST00000370418,8,NM_001308,3,MANE SELECT,CPN1
ENST00000370406,8,NM_001013845,2,MANE SELECT,EOLA2
ENST00000346234,7,NM_012383,5,MANE SELECT,OSTF1
ENST00000328085,10,NM_006985,4,MANE SELECT,NPIPA1
ENST00000327492,4,NM_016272,4,MANE SELECT,TOB2
ENST00000264930,10,NM_006598,3,MANE SELECT,SLC12A7
ENST00000532798,3,NM_001195637,2,MANE SELECT,CCDC179
ENST00000216252,4,NM_032758,4,MANE SELECT,PHF5A
ENST00000296125,9,NM_003241,4,MANE SELECT,TGM4
ENST00000265136,12,NM_015198,5,MANE SELECT,COBL
ENST00000370655,6,NM_001346793,2,MANE SELECT,ANKRD2
ENST00000303927,4,NM_145040,3,MANE SELECT,CAVIN3
ENST00000327857,7,NM_005217,4,MANE SELECT,DEFA3
ENST00000355341,8,NM_001077268,2,MANE SELECT,ZFYVE19
ENST00000355209,9,NM_001018050,4,MANE SELECT,POLR3H
ENST00000331079,11,NM_005788,4,MANE SELECT,PRMT3
ENST00000393033,9,NM_005716,4,MANE SELECT,GIPC1
ENST00000376236,9,NM_019043,4,MANE SELECT,APBB1IP
ENST00000376718,8,NM_015225,3,MANE SELECT,PRUNE2
ENST00000369498,8,NM_023934,4,MANE SELECT,FUNDC2
ENST00000379834,7,NM_031480,3,MANE SELECT,RIOK1
ENST00000300061,3,NM_001039,4,MANE SELECT,SCNN1G
ENST00000253686,7,NM_022497,5,MANE SELECT,MRPS25
ENST00000311575,6,NM_152429,5,MANE SELECT,FGFBP3
ENST00000310581,10,NM_198253,3,MANE SELECT,TERT
ENST00000335186,3,NM_152251,4,MANE SELECT,DEFB106A
ENST00000567954,6,NM_001128302,3,MANE SELECT,LYRM1
ENST00000287239,10,NM_012330,4,MANE SELECT,KAT6B
ENST00000336868,8,NM_022463,5,MANE SELECT,NXN
ENST00000244751,7,NM_020939,2,MANE SELECT,CPNE5
ENST00000393985,8,NM_001171907,3,MANE SELECT,EOLA1
ENST00000326737,3,NM_173811,4,MANE SELECT,HARBI1
ENST00000321250,13,NM_015344,3,MANE SELECT,LEPROTL1
ENST00000306149,12,NM_014460,4,MANE SELECT,CSDC2
ENST00000248072,3,NM_012377,1,MANE SELECT,OR7C2
ENST00000221700,11,NM_001082,5,MANE SELECT,CYP4F2
ENST00000301532,3,NM_006637,1,MANE SELECT,OR5I1
ENST00000333323,6,NM_203370,2,MANE SELECT,INKA1
ENST00000344514,1,NM_001001960,1,MANE SELECT,OR5W2
ENST00000039989,9,NM_018259,6,MANE SELECT,TTC17
ENST00000216259,8,NM_002676,3,MANE SELECT,PMM1
ENST00000234590,10,NM_001428,5,MANE SELECT,ENO1
ENST00000380573,4,NM_000680,4,MANE SELECT,ADRA1A
ENST00000219660,6,NM_001169,3,MANE SELECT,AQP8
ENST00000373674,4,NM_153370,3,MANE SELECT,PI16
ENST00000253673,6,NM_032571,5,MANE SELECT,ADGRE3
ENST00000263256,7,NM_015704,3,MANE SELECT,DESI1
ENST00000361627,8,NM_014783,6,MANE SELECT,ARHGAP11A
ENST00000373256,5,NM_002062,5,MANE SELECT,GLP1R
ENST00000328086,12,NM_001012981,5,MANE SELECT,ZKSCAN2
ENST00000256261,9,NM_024025,3,MANE SELECT,DUSP26
ENST00000320610,14,NM_001306089,2,MANE SELECT,ZNF236
